state,serff_tracking_number,company_name,sub_type_of_insurance,effective_date,source,external_validation,match_strength,validation_tier
UT,GECC-134419173,GEICO Indemnity Company,19.0002 Motorcycle,03/10/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134547737,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),06/19/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134547737,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),06/19/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134547737,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),06/19/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134547737,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),06/19/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134547737,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),06/19/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134547737,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),06/19/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134721778,GEICO Indemnity Company,19.0003 Recreational Vehicle (RV),03/17/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134721778,GEICO Casualty Company,19.0003 Recreational Vehicle (RV),03/17/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134721778,GEICO General Insurance Company,19.0003 Recreational Vehicle (RV),03/17/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134721778,Government Employees Insurance Company,19.0003 Recreational Vehicle (RV),03/17/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GECC-134721778,GEICO Secure Insurance Company,19.0003 Recreational Vehicle (RV),03/17/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134055508,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,04/20/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134055508,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,04/20/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134255207,Liberty Insurance Corporation,19.0000 Personal Auto Combinations,10/29/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134255207,Liberty Mutual Fire Insurance Company,19.0000 Personal Auto Combinations,10/29/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134255207,The First Liberty Insurance Corporation,19.0000 Personal Auto Combinations,10/29/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134255471,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,09/24/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134255471,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,09/24/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134332238,Liberty Insurance Corporation,04.0000 Homeowners Sub-TOI Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134332238,Liberty Mutual Fire Insurance Company,04.0000 Homeowners Sub-TOI Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134332238,Liberty Mutual Insurance Company,04.0000 Homeowners Sub-TOI Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134332238,Liberty Mutual Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134385701,Liberty Insurance Corporation,19.0000 Personal Auto Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134385701,Liberty Mutual Fire Insurance Company,19.0000 Personal Auto Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134385701,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134385701,The First Liberty Insurance Corporation,19.0000 Personal Auto Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134597407,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,07/10/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,LBPM-134597407,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,07/10/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,LBPM-134677038,Liberty Mutual Insurance Company,19.0000 Personal Auto Combinations,11/17/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,LBPM-134677038,Liberty Mutual Personal Insurance Company,19.0000 Personal Auto Combinations,11/17/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,GNSC-133962646,"MGA Insurance Company, Inc.",19.0001 Private Passenger Auto (PPA),02/25/2024,extension,pipeline_extracted,,pipeline_only
UT,GNSC-134231817,"MGA Insurance Company, Inc.",19.0001 Private Passenger Auto (PPA),09/22/2024,extension,pipeline_extracted,,pipeline_only
UT,GNSC-134605705,"MGA Insurance Company, Inc.",19.0001 Private Passenger Auto (PPA),07/18/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,PRGS-133884435,Progressive Casualty Insurance Company,19.0003 Recreational Vehicle (RV),01/12/2024,extension,pipeline_extracted,,pipeline_only
UT,PRGS-134161722,Progressive Advanced Insurance Company,19.0001 Private Passenger Auto (PPA),07/26/2024,extension,pipeline_extracted,,pipeline_only
UT,PRGS-134161722,Progressive Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),07/26/2024,extension,pipeline_extracted,,pipeline_only
UT,PRGS-134161722,Progressive Classic Insurance Company,19.0001 Private Passenger Auto (PPA),07/26/2024,extension,pipeline_extracted,,pipeline_only
UT,PRGS-134161722,Progressive Direct Insurance Company,19.0001 Private Passenger Auto (PPA),07/26/2024,extension,pipeline_extracted,,pipeline_only
UT,PRGS-134161722,Progressive Northern Insurance Company,19.0001 Private Passenger Auto (PPA),07/26/2024,extension,pipeline_extracted,,pipeline_only
UT,PRGS-134161722,Progressive Preferred Insurance Company,19.0001 Private Passenger Auto (PPA),07/26/2024,extension,pipeline_extracted,,pipeline_only
UT,PRGS-134200135,Progressive Casualty Insurance Company,19.0002 Motorcycle,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,PRGS-134200159,Progressive Casualty Insurance Company,19.0003 Recreational Vehicle (RV),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,PRGS-134225668,Progressive Casualty Insurance Company,19.0003 Recreational Vehicle (RV),01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,PRGS-134225724,Progressive Casualty Insurance Company,19.0002 Motorcycle,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,PRGS-134347002,Progressive Advanced Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,PRGS-134347002,Progressive Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,PRGS-134347002,Progressive Classic Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,PRGS-134347002,Progressive Direct Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,PRGS-134347002,Progressive Northern Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,PRGS-134347002,Progressive Preferred Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,LBPM-133969102,Safeco Insurance Company of America,04.0000 Homeowners Sub-TOI Combinations,03/21/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134001834,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,06/18/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134139968,Safeco Insurance Company of Illinois,19.0003 Recreational Vehicle (RV),07/23/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134147313,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,07/20/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134179869,Safeco Insurance Company of Illinois,19.0002 Motorcycle,10/27/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134185145,Safeco Insurance Company of Illinois,19.0002 Motorcycle,10/27/2024,extension,pipeline_extracted,,pipeline_only
UT,LBPM-134320459,Safeco Insurance Company of America,04.0000 Homeowners Sub-TOI Combinations,02/12/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134386267,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134525495,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,07/08/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134654157,Safeco Insurance Company of Illinois,19.0002 Motorcycle,10/27/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,LBPM-134773745,Safeco Insurance Company of America,04.0000 Homeowners Sub-TOI Combinations,02/28/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,LBPM-134829691,Safeco Insurance Company of Illinois,19.0000 Personal Auto Combinations,03/10/2026,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,SFMA-133807660,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),01/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-133807660,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),01/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-133953465,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,04/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-133953465,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,04/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-133956244,State Farm Fire and Casualty Company,04.0000 Homeowners Sub-TOI Combinations,03/15/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-134084039,State Farm Fire and Casualty Company,19.0002 Motorcycle,08/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-134084039,State Farm Mutual Automobile Insurance Company,19.0002 Motorcycle,08/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-134095911,State Farm Fire and Casualty Company,04.0002 Mobile Homeowners,07/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-134114755,State Farm Fire and Casualty Company,04.0002 Mobile Homeowners,07/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-134122438,State Farm Fire and Casualty Company,19.0002 Motorcycle,08/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-134122438,State Farm Mutual Automobile Insurance Company,19.0002 Motorcycle,08/01/2024,extension,pipeline_extracted,,pipeline_only
UT,SFMA-134294156,State Farm Fire and Casualty Company,19.0001 Private Passenger Auto (PPA),04/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,SFMA-134294156,State Farm Mutual Automobile Insurance Company,19.0001 Private Passenger Auto (PPA),04/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,SFMA-134298166,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,SFMA-134298166,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,01/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,SFMA-134384912,State Farm Fire and Casualty Company,04.0000 Homeowners Sub-TOI Combinations,03/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,SFMA-134574907,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,08/25/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,SFMA-134574907,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,08/25/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,SFMA-134676709,State Farm Fire and Casualty Company,19.0000 Personal Auto Combinations,11/20/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,SFMA-134676709,State Farm Mutual Automobile Insurance Company,19.0000 Personal Auto Combinations,11/20/2025,original,ambest_cross_checked,date_relaxed,ambest_validated
UT,TRVD-134069338,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,05/19/2024,extension,pipeline_extracted,,pipeline_only
UT,TRVD-G134446033,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,03/21/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
UT,TRVD-G134766674,Travelers Personal Insurance Company,04.0000 Homeowners Sub-TOI Combinations,01/23/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-133960970,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),02/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134052323,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,04/15/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134052807,Allstate Property and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,04/15/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134054902,Allstate Insurance Company,04.0003 Owner Occupied Homeowners,04/15/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134054919,Allstate Indemnity Company,04.0003 Owner Occupied Homeowners,04/15/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134148254,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),07/01/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134180176,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),10/04/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134209181,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),08/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134316124,Allstate Indemnity Company,04.0001 Condominium Homeowners,11/25/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134316189,Allstate Indemnity Company,04.0002 Mobile Homeowners,11/25/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134322361,Allstate Vehicle and Property Insurance Company,04.0001 Condominium Homeowners,11/25/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134359169,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),01/09/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134406699,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),03/18/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134412703,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),02/24/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134458781,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),04/07/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134481010,Allstate Fire and Casualty Insurance Company,19.0004 Other,04/14/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134489237,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,04/21/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134489897,Allstate Indemnity Company,04.0003 Owner Occupied Homeowners,04/21/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134490600,Allstate Insurance Company,04.0003 Owner Occupied Homeowners,04/21/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134491858,Allstate Property and Casualty Insurance Company,04.0003 Owner Occupied Homeowners,04/21/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134494603,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),05/05/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,ALSE-134545874,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),06/16/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134630441,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),08/25/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134648125,Allstate Insurance Company,19.0001 Private Passenger Auto (PPA),09/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134648125,Allstate Property and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),09/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134648125,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),09/15/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134682748,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),10/01/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134702171,Allstate Vehicle and Property Insurance Company,04.0003 Owner Occupied Homeowners,11/03/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134717230,Allstate North American Insurance Company,04.0003 Owner Occupied Homeowners,11/12/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134825039,Allstate North American Insurance Company,04.0004 Tenant Homeowners,03/26/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134832470,Allstate North American Insurance Company,04.0003 Owner Occupied Homeowners,02/17/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134842150,Allstate Indemnity Company,19.0001 Private Passenger Auto (PPA),02/23/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134842297,Allstate Fire and Casualty Insurance Company,19.0001 Private Passenger Auto (PPA),02/23/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-134883938,Allstate North American Insurance Company,19.0001 Private Passenger Auto (PPA),03/31/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,ALSE-133925712,Encompass Property and Casualty Company,19.0003 Recreational Vehicle (RV),02/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-133925713,Encompass Property and Casualty Company,04.0001 Condominium Homeowners,02/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-133925714,Encompass Property and Casualty Company,19.0001 Private Passenger Auto (PPA),02/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-133925724,Encompass Property and Casualty Company,04.0003 Owner Occupied Homeowners,02/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-133925737,Encompass Property and Casualty Company,19.0002 Motorcycle,02/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-133926215,Encompass Property and Casualty Company,04.0004 Tenant Homeowners,02/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134148937,Encompass Property and Casualty Company,19.0001 Private Passenger Auto (PPA),08/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134163776,Encompass Property and Casualty Company,04.0003 Owner Occupied Homeowners,08/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134163849,Encompass Property and Casualty Company,19.0001 Private Passenger Auto (PPA),08/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134164334,Encompass Property and Casualty Company,04.0001 Condominium Homeowners,08/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134164624,Encompass Property and Casualty Company,04.0004 Tenant Homeowners,08/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,ALSE-134164643,Encompass Property and Casualty Company,19.0002 Motorcycle,08/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,GMMX-134417350,Encompass Property and Casualty Company,19.0001 Private Passenger Auto (PPA),02/19/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,GMMX-134417367,Encompass Property and Casualty Company,04.0003 Owner Occupied Homeowners,02/19/2025,original,ambest_cross_checked,direct,ambest_validated
AZ,GECC-133941485,GEICO Indemnity Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-133941485,GEICO Casualty Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-133941485,GEICO General Insurance Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-133941485,Government Employees Insurance Company,19.0001 Private Passenger Auto (PPA),02/08/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134023761,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),05/11/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134023761,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),05/11/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134108257,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),06/27/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134108257,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),06/27/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134122296,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),08/22/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134170639,GEICO Choice Insurance Company,19.0001 Private Passenger Auto (PPA),08/29/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134170639,GEICO Secure Insurance Company,19.0001 Private Passenger Auto (PPA),08/29/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134264259,GEICO Indemnity Company,19.0002 Motorcycle,12/19/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134298268,GEICO Indemnity Company,19.0003 Recreational Vehicle (RV),11/28/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134298268,GEICO Casualty Company,19.0003 Recreational Vehicle (RV),11/28/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134298268,GEICO General Insurance Company,19.0003 Recreational Vehicle (RV),11/28/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134298268,Government Employees Insurance Company,19.0003 Recreational Vehicle (RV),11/28/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134298268,GEICO Secure Insurance Company,19.0003 Recreational Vehicle (RV),11/28/2024,extension,pipeline_extracted,,pipeline_only
AZ,GECC-134785112,GEICO Advantage Insurance Company,19.0001 Private Passenger Auto (PPA),01/14/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,GECC-134785112,GEICO Marine Insurance Company,19.0001 Private Passenger Auto (PPA),01/14/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-133917374,Liberty Mutual Fire Insurance Company,04.0003 Owner Occupied Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133917374,Liberty Mutual Insurance Company,04.0003 Owner Occupied Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133917374,The First Liberty Insurance Corporation,04.0003 Owner Occupied Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133917374,Liberty Mutual Personal Insurance Company,04.0003 Owner Occupied Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133918708,Liberty Insurance Corporation,04.0004 Tenant Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133918708,Liberty Mutual Fire Insurance Company,04.0004 Tenant Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133918708,Liberty Mutual Insurance Company,04.0004 Tenant Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133918708,Liberty Mutual Personal Insurance Company,04.0004 Tenant Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133918842,Liberty Insurance Corporation,04.0001 Condominium Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-133918842,Liberty Mutual Fire Insurance Company,04.0001 Condominium Homeowners,02/09/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134033458,Liberty Mutual Insurance Company,19.0001 Private Passenger Auto (PPA),04/22/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134033458,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),04/22/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134160175,Liberty Insurance Corporation,19.0001 Private Passenger Auto (PPA),06/18/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134160175,Liberty Mutual Fire Insurance Company,19.0001 Private Passenger Auto (PPA),06/18/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134160175,Liberty Mutual Insurance Company,19.0001 Private Passenger Auto (PPA),06/18/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134160175,The First Liberty Insurance Corporation,19.0001 Private Passenger Auto (PPA),06/18/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134160175,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),06/18/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134192040,Liberty Mutual Fire Insurance Company,04.0003 Owner Occupied Homeowners,08/17/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134192040,Liberty Mutual Insurance Company,04.0003 Owner Occupied Homeowners,08/17/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134192040,The First Liberty Insurance Corporation,04.0003 Owner Occupied Homeowners,08/17/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134192040,Liberty Mutual Personal Insurance Company,04.0003 Owner Occupied Homeowners,08/17/2024,extension,pipeline_extracted,,pipeline_only
AZ,LBPM-134518872,Liberty Mutual Insurance Company,04.0003 Owner Occupied Homeowners,06/21/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134617710,Liberty Insurance Corporation,19.0001 Private Passenger Auto (PPA),08/14/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134617710,Liberty Mutual Fire Insurance Company,19.0001 Private Passenger Auto (PPA),08/14/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134617710,Liberty Mutual Insurance Company,19.0001 Private Passenger Auto (PPA),08/14/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134617710,The First Liberty Insurance Corporation,19.0001 Private Passenger Auto (PPA),08/14/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134617710,Liberty Mutual Personal Insurance Company,19.0001 Private Passenger Auto (PPA),08/14/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134660836,Liberty Mutual Insurance Company,04.0003 Owner Occupied Homeowners,11/17/2025,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134786890,Liberty Mutual Insurance Company,04.0003 Owner Occupied Homeowners,02/08/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134786890,The First Liberty Insurance Corporation,04.0003 Owner Occupied Homeowners,02/08/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134786890,Liberty Mutual Personal Insurance Company,04.0003 Owner Occupied Homeowners,02/08/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,LBPM-134786890,Liberty Mutual Fire Insurance Company,04.0003 Owner Occupied Homeowners,02/08/2026,original,pipeline_extracted_in_validated_window,,pipeline_only
AZ,GNSC-134158469,"MGA Insurance Company, Inc.",19.0001 Private Passenger Auto (PPA),06/22/2024,extension,pipeline_extracted,,pipeline_only
